Number,model_a,model_b,result
6965,oasst-pythia-12b,gpt-4,l
6966,fastchat-t5-3b,stablelm-tuned-alpha-7b,l
6967,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
6968,alpaca-13b,gpt-4,l
6969,koala-13b,fastchat-t5-3b,l
6970,dolly-v2-12b,vicuna-13b,l
6971,gpt-4,stablelm-tuned-alpha-7b,l
6972,gpt-3.5-turbo,koala-13b,l
6973,koala-13b,gpt-4,l
6974,koala-13b,alpaca-13b,l
6975,RWKV-4-Raven-14B,koala-13b,l
6976,gpt-3.5-turbo,fastchat-t5-3b,l
6977,llama-13b,RWKV-4-Raven-14B,l
6978,gpt-4,llama-13b,l
6979,alpaca-13b,llama-13b,l
6980,claude-v1,oasst-pythia-12b,l
6981,vicuna-13b,gpt-4,l
6982,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
6983,fastchat-t5-3b,gpt-4,l
6984,chatglm-6b,oasst-pythia-12b,l
6985,claude-v1,oasst-pythia-12b,l
6986,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
6987,gpt-4,chatglm-6b,l
6988,alpaca-13b,vicuna-13b,l
6989,dolly-v2-12b,gpt-3.5-turbo,l
6990,fastchat-t5-3b,oasst-pythia-12b,l
6991,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
6992,claude-v1,gpt-3.5-turbo,l
6993,fastchat-t5-3b,gpt-4,l
6994,RWKV-4-Raven-14B,vicuna-13b,l
6995,alpaca-13b,oasst-pythia-12b,l
6996,stablelm-tuned-alpha-7b,alpaca-13b,l
6997,alpaca-13b,fastchat-t5-3b,l
6998,gpt-3.5-turbo,RWKV-4-Raven-14B,l
6999,fastchat-t5-3b,oasst-pythia-12b,l
7000,stablelm-tuned-alpha-7b,llama-13b,l
7001,claude-v1,gpt-4,l
7002,fastchat-t5-3b,alpaca-13b,l
7003,stablelm-tuned-alpha-7b,alpaca-13b,l
7004,RWKV-4-Raven-14B,gpt-4,l
7005,claude-v1,stablelm-tuned-alpha-7b,l
7006,gpt-3.5-turbo,koala-13b,l
7007,chatglm-6b,alpaca-13b,l
7008,koala-13b,gpt-3.5-turbo,l
7009,alpaca-13b,dolly-v2-12b,l
7010,fastchat-t5-3b,RWKV-4-Raven-14B,l
7011,RWKV-4-Raven-14B,gpt-4,l
7012,dolly-v2-12b,koala-13b,l
7013,stablelm-tuned-alpha-7b,gpt-4,l
7014,vicuna-13b,oasst-pythia-12b,l
7015,koala-13b,vicuna-13b,l
7016,oasst-pythia-12b,fastchat-t5-3b,l
7017,stablelm-tuned-alpha-7b,vicuna-13b,l
7018,koala-13b,oasst-pythia-12b,l
7019,gpt-4,vicuna-13b,l
7020,RWKV-4-Raven-14B,gpt-3.5-turbo,l
7021,gpt-4,oasst-pythia-12b,l
7022,chatglm-6b,stablelm-tuned-alpha-7b,l
7023,gpt-4,gpt-3.5-turbo,l
7024,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,l
7025,claude-v1,llama-13b,l
7026,gpt-4,llama-13b,l
7027,alpaca-13b,fastchat-t5-3b,l
7028,gpt-3.5-turbo,oasst-pythia-12b,l
7029,chatglm-6b,stablelm-tuned-alpha-7b,l
7030,chatglm-6b,alpaca-13b,l
7031,claude-v1,llama-13b,l
7032,chatglm-6b,stablelm-tuned-alpha-7b,l
7033,dolly-v2-12b,vicuna-13b,l
7034,fastchat-t5-3b,gpt-4,l
7035,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
7036,gpt-4,fastchat-t5-3b,l
7037,dolly-v2-12b,alpaca-13b,l
7038,claude-v1,gpt-4,l
7039,gpt-3.5-turbo,RWKV-4-Raven-14B,l
7040,llama-13b,gpt-4,l
7041,gpt-4,vicuna-13b,l
7042,fastchat-t5-3b,alpaca-13b,l
7043,llama-13b,koala-13b,l
7044,vicuna-13b,claude-v1,l
7045,gpt-4,chatglm-6b,l
7046,gpt-3.5-turbo,dolly-v2-12b,l
7047,fastchat-t5-3b,gpt-4,l
7048,llama-13b,chatglm-6b,l
7049,oasst-pythia-12b,llama-13b,l
7050,claude-v1,llama-13b,l
7051,gpt-4,RWKV-4-Raven-14B,l
7052,stablelm-tuned-alpha-7b,chatglm-6b,l
7053,RWKV-4-Raven-14B,gpt-3.5-turbo,l
7054,stablelm-tuned-alpha-7b,alpaca-13b,l
7055,gpt-3.5-turbo,RWKV-4-Raven-14B,l
7056,chatglm-6b,oasst-pythia-12b,l
7057,llama-13b,alpaca-13b,l
7058,alpaca-13b,gpt-3.5-turbo,l
7059,gpt-4,RWKV-4-Raven-14B,l
7060,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
7061,alpaca-13b,gpt-3.5-turbo,l
7062,dolly-v2-12b,gpt-3.5-turbo,l
7063,RWKV-4-Raven-14B,llama-13b,l
7064,stablelm-tuned-alpha-7b,dolly-v2-12b,l
7065,gpt-3.5-turbo,RWKV-4-Raven-14B,l
7066,alpaca-13b,dolly-v2-12b,l
7067,vicuna-13b,oasst-pythia-12b,l
7068,fastchat-t5-3b,koala-13b,l
7069,koala-13b,chatglm-6b,l
7070,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
7071,gpt-4,alpaca-13b,l
7072,koala-13b,RWKV-4-Raven-14B,l
7073,koala-13b,fastchat-t5-3b,l
7074,vicuna-13b,RWKV-4-Raven-14B,l
7075,gpt-3.5-turbo,vicuna-13b,l
7076,gpt-4,alpaca-13b,l
7077,vicuna-13b,gpt-4,l
7078,alpaca-13b,RWKV-4-Raven-14B,l
7079,gpt-3.5-turbo,vicuna-13b,l
7080,oasst-pythia-12b,koala-13b,l
7081,dolly-v2-12b,stablelm-tuned-alpha-7b,l
7082,koala-13b,llama-13b,l
7083,gpt-3.5-turbo,koala-13b,l
7084,koala-13b,chatglm-6b,l
7085,llama-13b,RWKV-4-Raven-14B,l
7086,alpaca-13b,stablelm-tuned-alpha-7b,l
7087,claude-v1,oasst-pythia-12b,l
7088,fastchat-t5-3b,alpaca-13b,l
7089,gpt-3.5-turbo,oasst-pythia-12b,l
7090,vicuna-13b,stablelm-tuned-alpha-7b,l
7091,dolly-v2-12b,claude-v1,l
7092,chatglm-6b,oasst-pythia-12b,l
7093,oasst-pythia-12b,llama-13b,l
7094,llama-13b,dolly-v2-12b,l
7095,llama-13b,gpt-3.5-turbo,l
7096,alpaca-13b,chatglm-6b,l
7097,claude-v1,gpt-4,l
7098,claude-v1,RWKV-4-Raven-14B,l
7099,fastchat-t5-3b,vicuna-13b,l
7100,alpaca-13b,koala-13b,l
7101,stablelm-tuned-alpha-7b,chatglm-6b,l
7102,gpt-4,RWKV-4-Raven-14B,l
7103,oasst-pythia-12b,RWKV-4-Raven-14B,l
7104,llama-13b,oasst-pythia-12b,l
7105,koala-13b,claude-v1,l
7106,gpt-3.5-turbo,oasst-pythia-12b,l
7107,vicuna-13b,gpt-3.5-turbo,l
7108,alpaca-13b,gpt-4,l
7109,vicuna-13b,alpaca-13b,l
7110,alpaca-13b,gpt-4,l
7111,vicuna-13b,stablelm-tuned-alpha-7b,l
7112,claude-v1,vicuna-13b,l
7113,RWKV-4-Raven-14B,koala-13b,l
7114,gpt-3.5-turbo,stablelm-tuned-alpha-7b,l
7115,RWKV-4-Raven-14B,gpt-3.5-turbo,l
7116,gpt-4,stablelm-tuned-alpha-7b,l
7117,alpaca-13b,RWKV-4-Raven-14B,l
7118,chatglm-6b,vicuna-13b,l
7119,gpt-4,RWKV-4-Raven-14B,l
7120,gpt-3.5-turbo,chatglm-6b,l
7121,gpt-3.5-turbo,claude-v1,l
7122,claude-v1,vicuna-13b,l
7123,gpt-4,vicuna-13b,l
7124,chatglm-6b,gpt-3.5-turbo,l
7125,gpt-3.5-turbo,stablelm-tuned-alpha-7b,l
7126,llama-13b,gpt-3.5-turbo,l
7127,chatglm-6b,vicuna-13b,l
7128,RWKV-4-Raven-14B,claude-v1,l
7129,vicuna-13b,claude-v1,l
7130,chatglm-6b,alpaca-13b,l
7131,fastchat-t5-3b,chatglm-6b,l
7132,dolly-v2-12b,koala-13b,l
7133,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
7134,fastchat-t5-3b,RWKV-4-Raven-14B,l
7135,RWKV-4-Raven-14B,llama-13b,l
7136,alpaca-13b,stablelm-tuned-alpha-7b,l
7137,gpt-4,fastchat-t5-3b,l
7138,chatglm-6b,vicuna-13b,l
7139,vicuna-13b,llama-13b,l
7140,claude-v1,stablelm-tuned-alpha-7b,l
7141,chatglm-6b,vicuna-13b,l
7142,llama-13b,RWKV-4-Raven-14B,l
7143,RWKV-4-Raven-14B,alpaca-13b,l
7144,llama-13b,RWKV-4-Raven-14B,l
7145,claude-v1,oasst-pythia-12b,l
7146,fastchat-t5-3b,gpt-3.5-turbo,l
7147,claude-v1,gpt-3.5-turbo,l
7148,chatglm-6b,fastchat-t5-3b,l
7149,claude-v1,gpt-4,l
7150,alpaca-13b,stablelm-tuned-alpha-7b,l
7151,oasst-pythia-12b,gpt-3.5-turbo,l
7152,llama-13b,chatglm-6b,l
7153,llama-13b,alpaca-13b,l
7154,claude-v1,stablelm-tuned-alpha-7b,l
7155,stablelm-tuned-alpha-7b,vicuna-13b,l
7156,oasst-pythia-12b,gpt-3.5-turbo,l
7157,vicuna-13b,oasst-pythia-12b,l
7158,llama-13b,RWKV-4-Raven-14B,l
7159,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
7160,alpaca-13b,RWKV-4-Raven-14B,l
7161,koala-13b,claude-v1,l
7162,claude-v1,llama-13b,l
7163,llama-13b,gpt-4,l
7164,alpaca-13b,vicuna-13b,l
7165,fastchat-t5-3b,gpt-3.5-turbo,l
7166,claude-v1,vicuna-13b,l
7167,dolly-v2-12b,stablelm-tuned-alpha-7b,l
7168,fastchat-t5-3b,claude-v1,l
7169,RWKV-4-Raven-14B,vicuna-13b,l
7170,gpt-3.5-turbo,claude-v1,l
7171,llama-13b,stablelm-tuned-alpha-7b,l
7172,koala-13b,claude-v1,l
7173,vicuna-13b,dolly-v2-12b,l
7174,gpt-3.5-turbo,koala-13b,l
7175,RWKV-4-Raven-14B,koala-13b,l
7176,alpaca-13b,fastchat-t5-3b,l
7177,gpt-4,oasst-pythia-12b,l
7178,vicuna-13b,claude-v1,l
7179,RWKV-4-Raven-14B,vicuna-13b,l
7180,oasst-pythia-12b,gpt-3.5-turbo,l
7181,RWKV-4-Raven-14B,llama-13b,l
7182,fastchat-t5-3b,dolly-v2-12b,l
7183,oasst-pythia-12b,gpt-3.5-turbo,l
7184,dolly-v2-12b,gpt-4,l
7185,koala-13b,fastchat-t5-3b,l
7186,koala-13b,stablelm-tuned-alpha-7b,l
7187,claude-v1,llama-13b,l
7188,alpaca-13b,gpt-4,l
7189,dolly-v2-12b,gpt-3.5-turbo,l
7190,gpt-3.5-turbo,dolly-v2-12b,l
7191,gpt-4,koala-13b,l
7192,vicuna-13b,llama-13b,l
7193,claude-v1,RWKV-4-Raven-14B,l
7194,vicuna-13b,fastchat-t5-3b,l
7195,gpt-3.5-turbo,claude-v1,l
7196,fastchat-t5-3b,vicuna-13b,l
7197,vicuna-13b,chatglm-6b,l
7198,alpaca-13b,stablelm-tuned-alpha-7b,l
7199,oasst-pythia-12b,llama-13b,l
7200,oasst-pythia-12b,vicuna-13b,l
7201,koala-13b,claude-v1,l
7202,fastchat-t5-3b,alpaca-13b,l
7203,fastchat-t5-3b,chatglm-6b,l
7204,alpaca-13b,oasst-pythia-12b,l
7205,oasst-pythia-12b,koala-13b,l
7206,oasst-pythia-12b,fastchat-t5-3b,l
7207,claude-v1,gpt-3.5-turbo,l
7208,vicuna-13b,gpt-3.5-turbo,l
7209,alpaca-13b,claude-v1,l
7210,llama-13b,stablelm-tuned-alpha-7b,l
7211,alpaca-13b,vicuna-13b,l
7212,fastchat-t5-3b,alpaca-13b,l
7213,fastchat-t5-3b,gpt-4,l
7214,claude-v1,oasst-pythia-12b,l
7215,claude-v1,fastchat-t5-3b,l
7216,chatglm-6b,RWKV-4-Raven-14B,l
7217,claude-v1,alpaca-13b,l
7218,vicuna-13b,alpaca-13b,l
7219,koala-13b,vicuna-13b,l
7220,gpt-3.5-turbo,vicuna-13b,l
7221,chatglm-6b,alpaca-13b,l
7222,gpt-3.5-turbo,RWKV-4-Raven-14B,l
7223,alpaca-13b,gpt-3.5-turbo,l
7224,RWKV-4-Raven-14B,fastchat-t5-3b,l
7225,gpt-3.5-turbo,llama-13b,l
7226,oasst-pythia-12b,claude-v1,l
7227,dolly-v2-12b,gpt-3.5-turbo,l
7228,koala-13b,fastchat-t5-3b,l
7229,alpaca-13b,fastchat-t5-3b,l
7230,koala-13b,dolly-v2-12b,l
7231,gpt-4,claude-v1,l
7232,koala-13b,RWKV-4-Raven-14B,l
7233,stablelm-tuned-alpha-7b,alpaca-13b,l
7234,RWKV-4-Raven-14B,koala-13b,l
7235,gpt-4,RWKV-4-Raven-14B,l
7236,dolly-v2-12b,claude-v1,l
7237,llama-13b,koala-13b,l
7238,gpt-3.5-turbo,chatglm-6b,l
7239,chatglm-6b,llama-13b,l
7240,oasst-pythia-12b,dolly-v2-12b,l
7241,fastchat-t5-3b,RWKV-4-Raven-14B,l
7242,gpt-3.5-turbo,claude-v1,l
7243,dolly-v2-12b,vicuna-13b,l
7244,vicuna-13b,RWKV-4-Raven-14B,l
7245,gpt-3.5-turbo,fastchat-t5-3b,l
7246,RWKV-4-Raven-14B,vicuna-13b,l
7247,gpt-3.5-turbo,vicuna-13b,l
7248,gpt-4,RWKV-4-Raven-14B,l
7249,stablelm-tuned-alpha-7b,vicuna-13b,l
7250,gpt-4,chatglm-6b,l
7251,gpt-3.5-turbo,claude-v1,l
7252,claude-v1,oasst-pythia-12b,l
7253,claude-v1,koala-13b,l
7254,gpt-4,RWKV-4-Raven-14B,l
7255,fastchat-t5-3b,RWKV-4-Raven-14B,l
7256,koala-13b,llama-13b,l
7257,RWKV-4-Raven-14B,claude-v1,l
7258,fastchat-t5-3b,alpaca-13b,l
7259,fastchat-t5-3b,vicuna-13b,l
7260,chatglm-6b,stablelm-tuned-alpha-7b,l
7261,koala-13b,chatglm-6b,l
7262,stablelm-tuned-alpha-7b,gpt-4,l
7263,dolly-v2-12b,koala-13b,l
7264,oasst-pythia-12b,alpaca-13b,l
7265,gpt-3.5-turbo,koala-13b,l
7266,dolly-v2-12b,koala-13b,l
7267,alpaca-13b,gpt-3.5-turbo,l
7268,koala-13b,oasst-pythia-12b,l
7269,oasst-pythia-12b,koala-13b,l
7270,vicuna-13b,oasst-pythia-12b,l
7271,vicuna-13b,gpt-3.5-turbo,l
7272,claude-v1,dolly-v2-12b,l
7273,oasst-pythia-12b,koala-13b,l
7274,claude-v1,fastchat-t5-3b,l
7275,llama-13b,vicuna-13b,l
7276,koala-13b,gpt-4,l
7277,gpt-4,RWKV-4-Raven-14B,l
7278,stablelm-tuned-alpha-7b,vicuna-13b,l
7279,claude-v1,dolly-v2-12b,l
7280,koala-13b,fastchat-t5-3b,l
7281,oasst-pythia-12b,gpt-4,l
7282,vicuna-13b,alpaca-13b,l
7283,gpt-3.5-turbo,gpt-4,l
7284,llama-13b,dolly-v2-12b,l
7285,alpaca-13b,llama-13b,l
7286,gpt-3.5-turbo,alpaca-13b,l
7287,vicuna-13b,koala-13b,l
7288,chatglm-6b,dolly-v2-12b,l
7289,claude-v1,gpt-3.5-turbo,l
7290,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
7291,koala-13b,gpt-3.5-turbo,l
7292,claude-v1,llama-13b,l
7293,vicuna-13b,fastchat-t5-3b,l
7294,alpaca-13b,vicuna-13b,l
7295,gpt-3.5-turbo,dolly-v2-12b,l
7296,RWKV-4-Raven-14B,vicuna-13b,l
7297,koala-13b,alpaca-13b,l
7298,claude-v1,dolly-v2-12b,l
7299,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,l
7300,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
7301,vicuna-13b,gpt-4,l
7302,dolly-v2-12b,stablelm-tuned-alpha-7b,l
7303,gpt-4,oasst-pythia-12b,l
7304,vicuna-13b,claude-v1,l
7305,koala-13b,claude-v1,l
7306,koala-13b,claude-v1,l
7307,gpt-4,gpt-3.5-turbo,l
7308,alpaca-13b,vicuna-13b,l
7309,RWKV-4-Raven-14B,vicuna-13b,l
7310,koala-13b,RWKV-4-Raven-14B,l
7311,alpaca-13b,gpt-3.5-turbo,l
7312,koala-13b,alpaca-13b,l
7313,stablelm-tuned-alpha-7b,chatglm-6b,l
7314,alpaca-13b,gpt-4,l
7315,gpt-3.5-turbo,gpt-4,l
7316,chatglm-6b,gpt-4,l
7317,oasst-pythia-12b,dolly-v2-12b,l
7318,gpt-4,oasst-pythia-12b,l
7319,alpaca-13b,vicuna-13b,l
7320,llama-13b,alpaca-13b,l
7321,chatglm-6b,koala-13b,l
7322,vicuna-13b,oasst-pythia-12b,l
7323,gpt-3.5-turbo,dolly-v2-12b,l
7324,llama-13b,alpaca-13b,l
7325,vicuna-13b,gpt-3.5-turbo,l
7326,RWKV-4-Raven-14B,alpaca-13b,l
7327,RWKV-4-Raven-14B,fastchat-t5-3b,l
7328,RWKV-4-Raven-14B,llama-13b,l
7329,RWKV-4-Raven-14B,gpt-4,l
7330,alpaca-13b,chatglm-6b,l
7331,llama-13b,stablelm-tuned-alpha-7b,l
7332,gpt-4,claude-v1,l
7333,stablelm-tuned-alpha-7b,gpt-4,l
7334,oasst-pythia-12b,chatglm-6b,l
7335,dolly-v2-12b,koala-13b,l
7336,koala-13b,vicuna-13b,l
7337,chatglm-6b,dolly-v2-12b,l
7338,chatglm-6b,gpt-4,l
7339,gpt-4,vicuna-13b,l
7340,koala-13b,gpt-3.5-turbo,l
7341,vicuna-13b,alpaca-13b,l
7342,claude-v1,vicuna-13b,l
7343,gpt-3.5-turbo,vicuna-13b,l
7344,llama-13b,alpaca-13b,l
7345,RWKV-4-Raven-14B,oasst-pythia-12b,l
7346,dolly-v2-12b,RWKV-4-Raven-14B,l
7347,llama-13b,RWKV-4-Raven-14B,l
7348,fastchat-t5-3b,llama-13b,l
7349,vicuna-13b,alpaca-13b,l
7350,gpt-4,alpaca-13b,l
7351,gpt-3.5-turbo,vicuna-13b,l
7352,alpaca-13b,dolly-v2-12b,l
7353,llama-13b,gpt-3.5-turbo,l
7354,oasst-pythia-12b,vicuna-13b,l
7355,fastchat-t5-3b,gpt-3.5-turbo,l
7356,gpt-4,stablelm-tuned-alpha-7b,l
7357,koala-13b,vicuna-13b,l
7358,gpt-3.5-turbo,claude-v1,l
7359,RWKV-4-Raven-14B,dolly-v2-12b,l
7360,oasst-pythia-12b,RWKV-4-Raven-14B,l
7361,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
7362,RWKV-4-Raven-14B,gpt-4,l
7363,fastchat-t5-3b,vicuna-13b,l
7364,oasst-pythia-12b,RWKV-4-Raven-14B,l
7365,llama-13b,dolly-v2-12b,l
7366,dolly-v2-12b,gpt-3.5-turbo,l
7367,koala-13b,RWKV-4-Raven-14B,l
7368,claude-v1,koala-13b,l
7369,alpaca-13b,gpt-3.5-turbo,l
7370,llama-13b,gpt-3.5-turbo,l
7371,oasst-pythia-12b,fastchat-t5-3b,l
7372,fastchat-t5-3b,oasst-pythia-12b,l
7373,oasst-pythia-12b,RWKV-4-Raven-14B,l
7374,oasst-pythia-12b,gpt-3.5-turbo,l
7375,fastchat-t5-3b,vicuna-13b,l
7376,claude-v1,gpt-3.5-turbo,l
7377,fastchat-t5-3b,oasst-pythia-12b,l
7378,dolly-v2-12b,chatglm-6b,l
7379,koala-13b,gpt-3.5-turbo,l
7380,fastchat-t5-3b,koala-13b,l
7381,claude-v1,chatglm-6b,l
7382,RWKV-4-Raven-14B,gpt-3.5-turbo,l
7383,gpt-3.5-turbo,llama-13b,l
7384,vicuna-13b,alpaca-13b,l
7385,vicuna-13b,claude-v1,l
7386,RWKV-4-Raven-14B,fastchat-t5-3b,l
7387,oasst-pythia-12b,dolly-v2-12b,l
7388,RWKV-4-Raven-14B,oasst-pythia-12b,l
7389,oasst-pythia-12b,dolly-v2-12b,l
7390,stablelm-tuned-alpha-7b,chatglm-6b,l
7391,gpt-3.5-turbo,vicuna-13b,l
7392,fastchat-t5-3b,llama-13b,l
7393,gpt-4,oasst-pythia-12b,l
7394,gpt-3.5-turbo,alpaca-13b,l
7395,gpt-3.5-turbo,alpaca-13b,l
7396,vicuna-13b,claude-v1,l
7397,RWKV-4-Raven-14B,alpaca-13b,l
7398,alpaca-13b,gpt-3.5-turbo,l
7399,stablelm-tuned-alpha-7b,gpt-4,l
7400,llama-13b,chatglm-6b,l
7401,gpt-4,claude-v1,l
7402,oasst-pythia-12b,gpt-4,l
7403,koala-13b,stablelm-tuned-alpha-7b,l
7404,dolly-v2-12b,gpt-3.5-turbo,l
7405,claude-v1,koala-13b,l
7406,stablelm-tuned-alpha-7b,claude-v1,l
7407,gpt-4,vicuna-13b,l
7408,alpaca-13b,claude-v1,l
7409,llama-13b,oasst-pythia-12b,l
7410,vicuna-13b,RWKV-4-Raven-14B,l
7411,stablelm-tuned-alpha-7b,llama-13b,l
7412,fastchat-t5-3b,stablelm-tuned-alpha-7b,l
7413,oasst-pythia-12b,fastchat-t5-3b,l
7414,RWKV-4-Raven-14B,gpt-4,l
7415,RWKV-4-Raven-14B,alpaca-13b,l
7416,dolly-v2-12b,vicuna-13b,l
7417,RWKV-4-Raven-14B,fastchat-t5-3b,l
7418,koala-13b,stablelm-tuned-alpha-7b,l
7419,stablelm-tuned-alpha-7b,vicuna-13b,l
7420,alpaca-13b,gpt-3.5-turbo,l
7421,gpt-3.5-turbo,claude-v1,l
7422,koala-13b,RWKV-4-Raven-14B,l
7423,gpt-4,dolly-v2-12b,l
7424,dolly-v2-12b,gpt-4,l
7425,dolly-v2-12b,oasst-pythia-12b,l
7426,koala-13b,llama-13b,l
7427,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
7428,gpt-4,gpt-3.5-turbo,l
7429,alpaca-13b,claude-v1,l
7430,stablelm-tuned-alpha-7b,gpt-4,l
7431,gpt-3.5-turbo,vicuna-13b,l
7432,claude-v1,gpt-4,l
7433,koala-13b,vicuna-13b,l
7434,vicuna-13b,chatglm-6b,l
7435,oasst-pythia-12b,RWKV-4-Raven-14B,l
7436,llama-13b,dolly-v2-12b,l
7437,vicuna-13b,dolly-v2-12b,l
7438,RWKV-4-Raven-14B,alpaca-13b,l
7439,dolly-v2-12b,RWKV-4-Raven-14B,l
7440,fastchat-t5-3b,oasst-pythia-12b,l
7441,gpt-4,claude-v1,l
7442,gpt-3.5-turbo,llama-13b,l
7443,alpaca-13b,vicuna-13b,l
7444,RWKV-4-Raven-14B,fastchat-t5-3b,l
7445,dolly-v2-12b,gpt-3.5-turbo,l
7446,fastchat-t5-3b,koala-13b,l
7447,llama-13b,vicuna-13b,l
7448,gpt-4,llama-13b,l
7449,claude-v1,dolly-v2-12b,l
7450,RWKV-4-Raven-14B,vicuna-13b,l
7451,fastchat-t5-3b,chatglm-6b,l
7452,claude-v1,gpt-4,l
7453,claude-v1,oasst-pythia-12b,l
7454,koala-13b,RWKV-4-Raven-14B,l
7455,alpaca-13b,chatglm-6b,l
7456,RWKV-4-Raven-14B,fastchat-t5-3b,l
7457,alpaca-13b,koala-13b,l
7458,claude-v1,gpt-4,l
7459,llama-13b,koala-13b,l
7460,fastchat-t5-3b,gpt-4,l
7461,RWKV-4-Raven-14B,chatglm-6b,l
7462,gpt-3.5-turbo,vicuna-13b,l
7463,gpt-3.5-turbo,vicuna-13b,l
7464,dolly-v2-12b,alpaca-13b,l
7465,koala-13b,gpt-4,l
7466,chatglm-6b,fastchat-t5-3b,l
7467,koala-13b,RWKV-4-Raven-14B,l
7468,vicuna-13b,dolly-v2-12b,l
7469,RWKV-4-Raven-14B,llama-13b,l
7470,gpt-4,stablelm-tuned-alpha-7b,l
7471,koala-13b,RWKV-4-Raven-14B,l
7472,vicuna-13b,RWKV-4-Raven-14B,l
7473,oasst-pythia-12b,gpt-4,l
7474,oasst-pythia-12b,gpt-4,l
7475,stablelm-tuned-alpha-7b,gpt-4,l
7476,vicuna-13b,fastchat-t5-3b,l
7477,chatglm-6b,llama-13b,l
7478,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,l
7479,fastchat-t5-3b,alpaca-13b,l
7480,claude-v1,vicuna-13b,l
7481,dolly-v2-12b,llama-13b,l
7482,alpaca-13b,vicuna-13b,l
7483,llama-13b,dolly-v2-12b,l
7484,vicuna-13b,fastchat-t5-3b,l
7485,vicuna-13b,oasst-pythia-12b,l
7486,gpt-3.5-turbo,fastchat-t5-3b,l
7487,vicuna-13b,RWKV-4-Raven-14B,l
7488,vicuna-13b,claude-v1,l
7489,vicuna-13b,llama-13b,l
7490,RWKV-4-Raven-14B,dolly-v2-12b,l
7491,dolly-v2-12b,vicuna-13b,l
7492,claude-v1,gpt-4,l
7493,llama-13b,gpt-3.5-turbo,l
7494,dolly-v2-12b,koala-13b,l
7495,dolly-v2-12b,fastchat-t5-3b,l
7496,oasst-pythia-12b,fastchat-t5-3b,l
7497,gpt-4,llama-13b,l
7498,alpaca-13b,llama-13b,l
7499,dolly-v2-12b,gpt-3.5-turbo,l
7500,alpaca-13b,claude-v1,l
7501,alpaca-13b,fastchat-t5-3b,l
7502,oasst-pythia-12b,RWKV-4-Raven-14B,l
7503,oasst-pythia-12b,gpt-4,l
7504,claude-v1,koala-13b,l
7505,koala-13b,alpaca-13b,l
7506,fastchat-t5-3b,llama-13b,l
7507,gpt-4,fastchat-t5-3b,l
7508,claude-v1,gpt-3.5-turbo,l
7509,gpt-4,claude-v1,l
7510,koala-13b,dolly-v2-12b,l
7511,oasst-pythia-12b,fastchat-t5-3b,l
7512,RWKV-4-Raven-14B,koala-13b,l
7513,alpaca-13b,dolly-v2-12b,l
7514,koala-13b,fastchat-t5-3b,l
7515,chatglm-6b,vicuna-13b,l
7516,claude-v1,RWKV-4-Raven-14B,l
7517,fastchat-t5-3b,oasst-pythia-12b,l
7518,stablelm-tuned-alpha-7b,RWKV-4-Raven-14B,l
7519,vicuna-13b,RWKV-4-Raven-14B,l
7520,alpaca-13b,gpt-4,l
7521,alpaca-13b,chatglm-6b,l
7522,stablelm-tuned-alpha-7b,chatglm-6b,l
7523,stablelm-tuned-alpha-7b,koala-13b,l
7524,RWKV-4-Raven-14B,oasst-pythia-12b,l
7525,oasst-pythia-12b,RWKV-4-Raven-14B,l
7526,koala-13b,fastchat-t5-3b,l
7527,stablelm-tuned-alpha-7b,vicuna-13b,l
7528,vicuna-13b,claude-v1,l
7529,gpt-3.5-turbo,claude-v1,l
7530,claude-v1,RWKV-4-Raven-14B,l
7531,gpt-4,dolly-v2-12b,l
7532,oasst-pythia-12b,vicuna-13b,l
7533,llama-13b,oasst-pythia-12b,l
7534,claude-v1,dolly-v2-12b,l
7535,llama-13b,chatglm-6b,l
7536,gpt-3.5-turbo,alpaca-13b,l
7537,gpt-3.5-turbo,oasst-pythia-12b,l
7538,claude-v1,gpt-4,l
7539,chatglm-6b,koala-13b,l
7540,fastchat-t5-3b,alpaca-13b,l
7541,llama-13b,dolly-v2-12b,l
7542,claude-v1,gpt-4,l
7543,gpt-3.5-turbo,oasst-pythia-12b,l
7544,stablelm-tuned-alpha-7b,alpaca-13b,l
7545,claude-v1,gpt-4,l
7546,llama-13b,koala-13b,l
7547,fastchat-t5-3b,oasst-pythia-12b,l
7548,claude-v1,stablelm-tuned-alpha-7b,l
7549,chatglm-6b,oasst-pythia-12b,l
7550,llama-13b,RWKV-4-Raven-14B,l
7551,llama-13b,fastchat-t5-3b,l
7552,llama-13b,gpt-3.5-turbo,l
