Number,model_a,model_b,result
3859,fastchat-t5-3b,gpt-3.5-turbo,l
3860,fastchat-t5-3b,vicuna-13b,l
3861,dolly-v2-12b,llama-13b,l
3863,llama-13b,koala-13b,w
3864,oasst-pythia-12b,gpt-3.5-turbo,l
3865,stablelm-tuned-alpha-7b,vicuna-13b,l
3866,alpaca-13b,vicuna-13b,l
3867,vicuna-13b,gpt-3.5-turbo,l
3868,fastchat-t5-3b,koala-13b,l
3869,chatglm-6b,vicuna-13b,l
3871,stablelm-tuned-alpha-7b,llama-13b,w
3872,vicuna-13b,llama-13b,w
3873,gpt-3.5-turbo,fastchat-t5-3b,w
3874,oasst-pythia-12b,gpt-3.5-turbo,l
3877,llama-13b,alpaca-13b,l
3880,dolly-v2-12b,gpt-3.5-turbo,l
3881,stablelm-tuned-alpha-7b,dolly-v2-12b,l
3884,vicuna-13b,koala-13b,l
3885,koala-13b,gpt-3.5-turbo,l
3887,gpt-3.5-turbo,alpaca-13b,w
3888,oasst-pythia-12b,chatglm-6b,w
3889,koala-13b,vicuna-13b,l
3890,koala-13b,llama-13b,w
3894,gpt-3.5-turbo,dolly-v2-12b,w
3899,oasst-pythia-12b,koala-13b,w
3900,gpt-3.5-turbo,stablelm-tuned-alpha-7b,l
3902,alpaca-13b,llama-13b,w
3904,chatglm-6b,llama-13b,l
3909,llama-13b,gpt-3.5-turbo,l
3910,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
3911,vicuna-13b,fastchat-t5-3b,w
3912,llama-13b,chatglm-6b,w
3913,vicuna-13b,dolly-v2-12b,w
3915,llama-13b,koala-13b,w
3917,chatglm-6b,fastchat-t5-3b,l
3918,dolly-v2-12b,llama-13b,w
3919,koala-13b,oasst-pythia-12b,w
3920,dolly-v2-12b,fastchat-t5-3b,l
3921,stablelm-tuned-alpha-7b,vicuna-13b,l
3922,gpt-3.5-turbo,alpaca-13b,w
3923,llama-13b,alpaca-13b,l
3924,fastchat-t5-3b,oasst-pythia-12b,w
3925,gpt-3.5-turbo,llama-13b,l
3927,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
3928,chatglm-6b,fastchat-t5-3b,l
3929,vicuna-13b,oasst-pythia-12b,w
3930,koala-13b,llama-13b,w
3931,chatglm-6b,vicuna-13b,l
3933,stablelm-tuned-alpha-7b,fastchat-t5-3b,w
3934,stablelm-tuned-alpha-7b,alpaca-13b,w
3935,alpaca-13b,vicuna-13b,l
3936,alpaca-13b,koala-13b,l
3937,chatglm-6b,vicuna-13b,l
3938,fastchat-t5-3b,llama-13b,w
3939,chatglm-6b,stablelm-tuned-alpha-7b,w
3940,llama-13b,koala-13b,l
3943,llama-13b,gpt-3.5-turbo,l
3944,gpt-3.5-turbo,vicuna-13b,l
3945,fastchat-t5-3b,llama-13b,w
3946,koala-13b,vicuna-13b,l
3947,alpaca-13b,fastchat-t5-3b,w
3948,oasst-pythia-12b,fastchat-t5-3b,w
3949,koala-13b,fastchat-t5-3b,l
3951,dolly-v2-12b,gpt-3.5-turbo,l
3953,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
3954,alpaca-13b,chatglm-6b,w
3955,koala-13b,stablelm-tuned-alpha-7b,w
3959,oasst-pythia-12b,fastchat-t5-3b,l
3960,stablelm-tuned-alpha-7b,llama-13b,w
3961,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
3963,oasst-pythia-12b,dolly-v2-12b,w
3967,chatglm-6b,vicuna-13b,l
3968,gpt-3.5-turbo,dolly-v2-12b,w
3969,gpt-3.5-turbo,alpaca-13b,l
3970,gpt-3.5-turbo,dolly-v2-12b,w
3971,fastchat-t5-3b,dolly-v2-12b,w
3972,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
3974,vicuna-13b,oasst-pythia-12b,w
3975,gpt-3.5-turbo,oasst-pythia-12b,w
3978,vicuna-13b,chatglm-6b,w
3981,llama-13b,chatglm-6b,l
3982,alpaca-13b,stablelm-tuned-alpha-7b,l
3986,vicuna-13b,fastchat-t5-3b,l
3987,stablelm-tuned-alpha-7b,chatglm-6b,l
3988,dolly-v2-12b,vicuna-13b,l
3989,koala-13b,alpaca-13b,w
3990,gpt-3.5-turbo,alpaca-13b,w
3991,alpaca-13b,stablelm-tuned-alpha-7b,l
3992,gpt-3.5-turbo,oasst-pythia-12b,l
3997,alpaca-13b,llama-13b,w
3998,oasst-pythia-12b,koala-13b,l
4000,oasst-pythia-12b,chatglm-6b,w
4001,llama-13b,vicuna-13b,l
4002,stablelm-tuned-alpha-7b,dolly-v2-12b,l
4003,gpt-3.5-turbo,oasst-pythia-12b,l
4004,vicuna-13b,chatglm-6b,w
4005,chatglm-6b,oasst-pythia-12b,w
4006,alpaca-13b,gpt-3.5-turbo,l
4007,chatglm-6b,gpt-3.5-turbo,l
4008,fastchat-t5-3b,dolly-v2-12b,l
4009,gpt-3.5-turbo,chatglm-6b,w
4010,alpaca-13b,llama-13b,w
4012,gpt-3.5-turbo,koala-13b,w
4013,dolly-v2-12b,koala-13b,l
4014,fastchat-t5-3b,llama-13b,l
4016,koala-13b,vicuna-13b,l
4017,fastchat-t5-3b,koala-13b,w
4018,oasst-pythia-12b,llama-13b,w
4020,gpt-3.5-turbo,fastchat-t5-3b,w
4021,chatglm-6b,dolly-v2-12b,w
4022,koala-13b,alpaca-13b,w
4023,vicuna-13b,oasst-pythia-12b,w
4024,alpaca-13b,fastchat-t5-3b,w
4025,koala-13b,stablelm-tuned-alpha-7b,w
4026,chatglm-6b,koala-13b,l
4027,fastchat-t5-3b,gpt-3.5-turbo,w
4031,fastchat-t5-3b,dolly-v2-12b,l
4032,fastchat-t5-3b,vicuna-13b,l
4034,koala-13b,oasst-pythia-12b,w
4035,fastchat-t5-3b,koala-13b,l
4036,stablelm-tuned-alpha-7b,llama-13b,l
4037,chatglm-6b,fastchat-t5-3b,w
4038,koala-13b,stablelm-tuned-alpha-7b,l
4039,alpaca-13b,koala-13b,w
4040,gpt-3.5-turbo,alpaca-13b,w
4041,gpt-3.5-turbo,dolly-v2-12b,w
4042,koala-13b,oasst-pythia-12b,w
4043,stablelm-tuned-alpha-7b,vicuna-13b,l
4044,llama-13b,oasst-pythia-12b,l
4046,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
4047,vicuna-13b,chatglm-6b,l
4048,koala-13b,dolly-v2-12b,w
4049,chatglm-6b,gpt-3.5-turbo,l
4050,llama-13b,fastchat-t5-3b,l
4052,gpt-3.5-turbo,koala-13b,w
4053,vicuna-13b,koala-13b,w
4054,vicuna-13b,gpt-3.5-turbo,l
4055,chatglm-6b,llama-13b,w
4057,fastchat-t5-3b,alpaca-13b,l
4059,chatglm-6b,stablelm-tuned-alpha-7b,l
4061,llama-13b,gpt-3.5-turbo,l
4063,dolly-v2-12b,oasst-pythia-12b,l
4064,alpaca-13b,oasst-pythia-12b,l
4068,fastchat-t5-3b,alpaca-13b,w
4069,dolly-v2-12b,oasst-pythia-12b,w
4070,stablelm-tuned-alpha-7b,koala-13b,w
4071,vicuna-13b,gpt-3.5-turbo,l
4072,gpt-3.5-turbo,dolly-v2-12b,w
4073,gpt-3.5-turbo,dolly-v2-12b,w
4074,oasst-pythia-12b,gpt-3.5-turbo,l
4075,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4077,alpaca-13b,oasst-pythia-12b,l
4079,chatglm-6b,fastchat-t5-3b,l
4080,koala-13b,llama-13b,l
4081,fastchat-t5-3b,llama-13b,l
4082,fastchat-t5-3b,dolly-v2-12b,l
4083,oasst-pythia-12b,stablelm-tuned-alpha-7b,w
4084,dolly-v2-12b,gpt-3.5-turbo,l
4085,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
4087,llama-13b,koala-13b,l
4090,vicuna-13b,llama-13b,w
4091,chatglm-6b,gpt-3.5-turbo,l
4094,fastchat-t5-3b,koala-13b,l
4095,fastchat-t5-3b,koala-13b,l
4096,vicuna-13b,alpaca-13b,l
4098,koala-13b,gpt-3.5-turbo,l
4100,koala-13b,stablelm-tuned-alpha-7b,w
4101,vicuna-13b,dolly-v2-12b,w
4102,dolly-v2-12b,gpt-3.5-turbo,l
4103,stablelm-tuned-alpha-7b,alpaca-13b,l
4104,alpaca-13b,oasst-pythia-12b,l
4105,vicuna-13b,chatglm-6b,w
4106,fastchat-t5-3b,koala-13b,l
4109,fastchat-t5-3b,alpaca-13b,l
4110,gpt-3.5-turbo,koala-13b,w
4112,chatglm-6b,koala-13b,w
4114,dolly-v2-12b,gpt-3.5-turbo,l
4116,alpaca-13b,fastchat-t5-3b,w
4117,chatglm-6b,gpt-3.5-turbo,l
4118,gpt-3.5-turbo,dolly-v2-12b,w
4120,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
4124,chatglm-6b,dolly-v2-12b,w
4126,stablelm-tuned-alpha-7b,dolly-v2-12b,w
4127,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
4131,koala-13b,gpt-3.5-turbo,w
4132,fastchat-t5-3b,koala-13b,l
4133,oasst-pythia-12b,chatglm-6b,l
4134,vicuna-13b,dolly-v2-12b,w
4136,llama-13b,chatglm-6b,w
4137,chatglm-6b,llama-13b,w
4140,alpaca-13b,stablelm-tuned-alpha-7b,l
4142,chatglm-6b,fastchat-t5-3b,w
4144,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
4145,gpt-3.5-turbo,koala-13b,w
4147,chatglm-6b,alpaca-13b,w
4149,llama-13b,gpt-3.5-turbo,l
4151,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4153,oasst-pythia-12b,gpt-3.5-turbo,l
4159,vicuna-13b,llama-13b,w
4160,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
4161,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
4163,alpaca-13b,chatglm-6b,w
4164,fastchat-t5-3b,oasst-pythia-12b,w
4166,llama-13b,gpt-3.5-turbo,l
4168,koala-13b,chatglm-6b,l
4171,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
4174,gpt-3.5-turbo,dolly-v2-12b,w
4175,vicuna-13b,llama-13b,w
4178,gpt-3.5-turbo,chatglm-6b,w
4179,dolly-v2-12b,alpaca-13b,l
4181,vicuna-13b,gpt-3.5-turbo,l
4182,koala-13b,vicuna-13b,w
4183,llama-13b,fastchat-t5-3b,l
4188,alpaca-13b,stablelm-tuned-alpha-7b,w
4189,stablelm-tuned-alpha-7b,alpaca-13b,w
4191,alpaca-13b,gpt-3.5-turbo,l
4192,koala-13b,alpaca-13b,w
4193,dolly-v2-12b,fastchat-t5-3b,l
4194,gpt-3.5-turbo,oasst-pythia-12b,w
4195,stablelm-tuned-alpha-7b,koala-13b,l
4196,llama-13b,gpt-3.5-turbo,l
4200,gpt-3.5-turbo,alpaca-13b,w
4202,gpt-3.5-turbo,dolly-v2-12b,w
4203,fastchat-t5-3b,stablelm-tuned-alpha-7b,w
4205,fastchat-t5-3b,gpt-3.5-turbo,l
4206,gpt-3.5-turbo,chatglm-6b,w
4207,llama-13b,stablelm-tuned-alpha-7b,l
4208,chatglm-6b,dolly-v2-12b,w
4209,koala-13b,chatglm-6b,w
4211,vicuna-13b,chatglm-6b,w
4213,alpaca-13b,gpt-3.5-turbo,l
4215,koala-13b,vicuna-13b,l
4216,dolly-v2-12b,koala-13b,l
4217,gpt-3.5-turbo,llama-13b,w
4218,chatglm-6b,fastchat-t5-3b,w
4219,alpaca-13b,fastchat-t5-3b,l
4220,oasst-pythia-12b,chatglm-6b,l
4221,chatglm-6b,fastchat-t5-3b,w
4222,llama-13b,dolly-v2-12b,w
4224,chatglm-6b,dolly-v2-12b,w
4225,gpt-3.5-turbo,dolly-v2-12b,w
4226,gpt-3.5-turbo,chatglm-6b,w
4228,gpt-3.5-turbo,koala-13b,w
4229,chatglm-6b,fastchat-t5-3b,l
4230,alpaca-13b,vicuna-13b,l
4231,oasst-pythia-12b,vicuna-13b,l
4232,oasst-pythia-12b,alpaca-13b,l
4233,koala-13b,alpaca-13b,w
4235,koala-13b,stablelm-tuned-alpha-7b,w
4236,llama-13b,gpt-3.5-turbo,l
4237,llama-13b,vicuna-13b,l
4239,fastchat-t5-3b,oasst-pythia-12b,w
4240,chatglm-6b,llama-13b,w
4241,vicuna-13b,stablelm-tuned-alpha-7b,w
4242,koala-13b,alpaca-13b,w
4243,oasst-pythia-12b,dolly-v2-12b,w
4244,vicuna-13b,alpaca-13b,w
4245,alpaca-13b,gpt-3.5-turbo,l
4246,alpaca-13b,gpt-3.5-turbo,w
4247,koala-13b,gpt-3.5-turbo,w
4251,oasst-pythia-12b,alpaca-13b,l
4253,chatglm-6b,dolly-v2-12b,l
4255,alpaca-13b,fastchat-t5-3b,w
4257,chatglm-6b,gpt-3.5-turbo,l
4259,stablelm-tuned-alpha-7b,llama-13b,w
4261,dolly-v2-12b,fastchat-t5-3b,l
4262,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
4263,oasst-pythia-12b,gpt-3.5-turbo,l
4264,dolly-v2-12b,gpt-3.5-turbo,l
4269,gpt-3.5-turbo,oasst-pythia-12b,w
4270,gpt-3.5-turbo,chatglm-6b,w
4275,stablelm-tuned-alpha-7b,koala-13b,l
4276,stablelm-tuned-alpha-7b,vicuna-13b,l
4277,oasst-pythia-12b,koala-13b,l
4278,gpt-3.5-turbo,chatglm-6b,w
4279,gpt-3.5-turbo,vicuna-13b,w
4280,llama-13b,gpt-3.5-turbo,l
4282,gpt-3.5-turbo,oasst-pythia-12b,w
4283,vicuna-13b,llama-13b,l
4285,llama-13b,vicuna-13b,l
4286,alpaca-13b,koala-13b,l
4287,dolly-v2-12b,vicuna-13b,l
4288,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4289,llama-13b,dolly-v2-12b,l
4290,alpaca-13b,koala-13b,l
4291,koala-13b,alpaca-13b,w
4293,dolly-v2-12b,koala-13b,l
4294,alpaca-13b,gpt-3.5-turbo,l
4295,alpaca-13b,oasst-pythia-12b,l
4297,chatglm-6b,alpaca-13b,w
4298,vicuna-13b,alpaca-13b,w
4301,oasst-pythia-12b,chatglm-6b,w
4303,alpaca-13b,oasst-pythia-12b,l
4306,stablelm-tuned-alpha-7b,llama-13b,l
4307,dolly-v2-12b,llama-13b,w
4308,koala-13b,gpt-3.5-turbo,l
4310,chatglm-6b,llama-13b,l
4311,gpt-3.5-turbo,chatglm-6b,l
4312,gpt-3.5-turbo,dolly-v2-12b,w
4313,fastchat-t5-3b,llama-13b,w
4315,gpt-3.5-turbo,dolly-v2-12b,w
4316,gpt-3.5-turbo,alpaca-13b,w
4317,vicuna-13b,fastchat-t5-3b,w
4318,chatglm-6b,koala-13b,l
4319,stablelm-tuned-alpha-7b,vicuna-13b,l
4320,fastchat-t5-3b,dolly-v2-12b,w
4321,koala-13b,gpt-3.5-turbo,l
4322,fastchat-t5-3b,chatglm-6b,w
4323,oasst-pythia-12b,gpt-3.5-turbo,w
4324,koala-13b,oasst-pythia-12b,l
4325,gpt-3.5-turbo,chatglm-6b,w
4327,alpaca-13b,fastchat-t5-3b,w
4329,koala-13b,vicuna-13b,l
4330,gpt-3.5-turbo,dolly-v2-12b,w
4331,koala-13b,fastchat-t5-3b,w
4332,koala-13b,chatglm-6b,w
4333,fastchat-t5-3b,stablelm-tuned-alpha-7b,w
4338,koala-13b,alpaca-13b,w
4340,fastchat-t5-3b,oasst-pythia-12b,l
4344,llama-13b,alpaca-13b,l
4346,gpt-3.5-turbo,dolly-v2-12b,w
4347,chatglm-6b,gpt-3.5-turbo,l
4348,oasst-pythia-12b,vicuna-13b,l
4349,koala-13b,gpt-3.5-turbo,w
4350,koala-13b,vicuna-13b,w
4351,alpaca-13b,fastchat-t5-3b,l
4352,llama-13b,chatglm-6b,l
4353,stablelm-tuned-alpha-7b,koala-13b,l
4354,koala-13b,vicuna-13b,w
4356,alpaca-13b,oasst-pythia-12b,l
4357,llama-13b,koala-13b,l
4359,vicuna-13b,llama-13b,w
4360,alpaca-13b,chatglm-6b,l
4362,chatglm-6b,koala-13b,l
4363,dolly-v2-12b,stablelm-tuned-alpha-7b,l
4364,alpaca-13b,fastchat-t5-3b,l
4366,alpaca-13b,gpt-3.5-turbo,l
4367,llama-13b,vicuna-13b,l
4368,koala-13b,fastchat-t5-3b,w
4371,gpt-3.5-turbo,dolly-v2-12b,w
4373,alpaca-13b,gpt-3.5-turbo,l
4374,llama-13b,chatglm-6b,l
4375,stablelm-tuned-alpha-7b,alpaca-13b,l
4376,chatglm-6b,llama-13b,l
4377,stablelm-tuned-alpha-7b,koala-13b,w
4379,dolly-v2-12b,stablelm-tuned-alpha-7b,w
4380,oasst-pythia-12b,fastchat-t5-3b,l
4381,stablelm-tuned-alpha-7b,vicuna-13b,l
4382,chatglm-6b,gpt-3.5-turbo,w
4383,chatglm-6b,vicuna-13b,l
4385,stablelm-tuned-alpha-7b,chatglm-6b,w
4386,oasst-pythia-12b,chatglm-6b,w
4387,oasst-pythia-12b,chatglm-6b,w
4389,oasst-pythia-12b,koala-13b,w
4390,koala-13b,dolly-v2-12b,w
4391,vicuna-13b,chatglm-6b,w
4392,oasst-pythia-12b,llama-13b,w
4393,llama-13b,vicuna-13b,l
4394,gpt-3.5-turbo,dolly-v2-12b,w
4395,fastchat-t5-3b,llama-13b,w
4396,koala-13b,dolly-v2-12b,w
4397,fastchat-t5-3b,chatglm-6b,w
4398,alpaca-13b,fastchat-t5-3b,w
4399,chatglm-6b,dolly-v2-12b,l
4400,dolly-v2-12b,vicuna-13b,l
4401,gpt-3.5-turbo,vicuna-13b,w
4402,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4403,gpt-3.5-turbo,llama-13b,w
4404,llama-13b,stablelm-tuned-alpha-7b,w
4405,llama-13b,stablelm-tuned-alpha-7b,w
4407,gpt-3.5-turbo,llama-13b,w
4409,vicuna-13b,koala-13b,w
4410,alpaca-13b,dolly-v2-12b,w
4411,dolly-v2-12b,vicuna-13b,l
4413,fastchat-t5-3b,vicuna-13b,w
4414,fastchat-t5-3b,gpt-3.5-turbo,l
4416,vicuna-13b,alpaca-13b,w
4417,alpaca-13b,llama-13b,w
4419,stablelm-tuned-alpha-7b,fastchat-t5-3b,w
4420,chatglm-6b,dolly-v2-12b,w
4422,alpaca-13b,fastchat-t5-3b,w
4424,oasst-pythia-12b,gpt-3.5-turbo,w
4429,vicuna-13b,koala-13b,w
4431,chatglm-6b,stablelm-tuned-alpha-7b,w
4432,llama-13b,vicuna-13b,l
4433,fastchat-t5-3b,vicuna-13b,l
4435,llama-13b,alpaca-13b,l
4436,oasst-pythia-12b,vicuna-13b,l
4437,dolly-v2-12b,vicuna-13b,l
4438,koala-13b,dolly-v2-12b,w
4439,dolly-v2-12b,oasst-pythia-12b,l
4440,llama-13b,stablelm-tuned-alpha-7b,l
4442,dolly-v2-12b,gpt-3.5-turbo,l
4443,vicuna-13b,chatglm-6b,w
4444,stablelm-tuned-alpha-7b,chatglm-6b,l
4448,stablelm-tuned-alpha-7b,koala-13b,l
4450,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4451,koala-13b,gpt-3.5-turbo,l
4452,fastchat-t5-3b,vicuna-13b,l
4453,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
4454,gpt-3.5-turbo,dolly-v2-12b,w
4455,vicuna-13b,gpt-3.5-turbo,w
4456,alpaca-13b,koala-13b,w
4457,dolly-v2-12b,fastchat-t5-3b,l
4458,koala-13b,oasst-pythia-12b,l
4459,oasst-pythia-12b,fastchat-t5-3b,w
4460,fastchat-t5-3b,chatglm-6b,w
4461,alpaca-13b,fastchat-t5-3b,w
4462,oasst-pythia-12b,alpaca-13b,w
4463,chatglm-6b,vicuna-13b,l
4464,chatglm-6b,koala-13b,l
4465,fastchat-t5-3b,vicuna-13b,l
4466,gpt-3.5-turbo,fastchat-t5-3b,w
4467,gpt-3.5-turbo,chatglm-6b,w
4468,koala-13b,fastchat-t5-3b,w
4469,alpaca-13b,koala-13b,w
4470,fastchat-t5-3b,gpt-3.5-turbo,l
4471,alpaca-13b,chatglm-6b,w
4473,vicuna-13b,gpt-3.5-turbo,w
4474,gpt-3.5-turbo,oasst-pythia-12b,w
4475,fastchat-t5-3b,alpaca-13b,l
4476,oasst-pythia-12b,fastchat-t5-3b,l
4477,dolly-v2-12b,oasst-pythia-12b,w
4478,llama-13b,oasst-pythia-12b,w
4479,vicuna-13b,alpaca-13b,w
4481,koala-13b,alpaca-13b,l
4483,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4484,vicuna-13b,oasst-pythia-12b,w
4485,oasst-pythia-12b,gpt-3.5-turbo,l
4488,gpt-3.5-turbo,alpaca-13b,w
4490,llama-13b,gpt-3.5-turbo,l
4492,oasst-pythia-12b,vicuna-13b,l
4493,oasst-pythia-12b,gpt-3.5-turbo,l
4494,oasst-pythia-12b,alpaca-13b,l
4495,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
4496,llama-13b,fastchat-t5-3b,l
4497,vicuna-13b,koala-13b,l
4498,llama-13b,oasst-pythia-12b,l
4499,vicuna-13b,gpt-3.5-turbo,l
4501,dolly-v2-12b,llama-13b,l
4502,gpt-3.5-turbo,koala-13b,l
4504,fastchat-t5-3b,alpaca-13b,l
4506,gpt-3.5-turbo,koala-13b,w
4509,alpaca-13b,vicuna-13b,l
4510,vicuna-13b,dolly-v2-12b,w
4511,gpt-3.5-turbo,alpaca-13b,w
4512,fastchat-t5-3b,gpt-3.5-turbo,l
4513,stablelm-tuned-alpha-7b,vicuna-13b,l
4514,koala-13b,gpt-3.5-turbo,w
4515,gpt-3.5-turbo,dolly-v2-12b,w
4518,koala-13b,oasst-pythia-12b,w
4519,fastchat-t5-3b,llama-13b,l
4522,koala-13b,chatglm-6b,l
4523,chatglm-6b,vicuna-13b,l
4524,stablelm-tuned-alpha-7b,chatglm-6b,w
4526,alpaca-13b,gpt-3.5-turbo,l
4528,stablelm-tuned-alpha-7b,llama-13b,l
4529,oasst-pythia-12b,llama-13b,l
4530,stablelm-tuned-alpha-7b,vicuna-13b,w
4532,alpaca-13b,oasst-pythia-12b,w
4536,koala-13b,gpt-3.5-turbo,w
4537,oasst-pythia-12b,llama-13b,l
4538,alpaca-13b,vicuna-13b,l
4539,koala-13b,chatglm-6b,w
4541,chatglm-6b,vicuna-13b,l
4542,dolly-v2-12b,gpt-3.5-turbo,l
4545,gpt-3.5-turbo,alpaca-13b,w
4546,dolly-v2-12b,gpt-3.5-turbo,l
4547,chatglm-6b,llama-13b,w
4548,dolly-v2-12b,fastchat-t5-3b,l
4550,alpaca-13b,vicuna-13b,l
4552,gpt-3.5-turbo,fastchat-t5-3b,w
4553,oasst-pythia-12b,dolly-v2-12b,l
4554,koala-13b,stablelm-tuned-alpha-7b,w
4558,gpt-3.5-turbo,chatglm-6b,w
4559,llama-13b,gpt-3.5-turbo,l
4560,llama-13b,alpaca-13b,w
4561,chatglm-6b,gpt-3.5-turbo,l
4562,gpt-3.5-turbo,llama-13b,w
4563,gpt-3.5-turbo,chatglm-6b,w
4566,fastchat-t5-3b,vicuna-13b,l
4567,stablelm-tuned-alpha-7b,dolly-v2-12b,l
4568,alpaca-13b,oasst-pythia-12b,l
4569,oasst-pythia-12b,dolly-v2-12b,l
4570,vicuna-13b,alpaca-13b,w
4571,vicuna-13b,stablelm-tuned-alpha-7b,w
4572,alpaca-13b,koala-13b,l
4573,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
4574,oasst-pythia-12b,alpaca-13b,w
4575,oasst-pythia-12b,fastchat-t5-3b,w
4576,gpt-3.5-turbo,alpaca-13b,w
4577,koala-13b,gpt-3.5-turbo,l
4578,alpaca-13b,dolly-v2-12b,l
4579,fastchat-t5-3b,alpaca-13b,w
4580,oasst-pythia-12b,koala-13b,w
4581,alpaca-13b,stablelm-tuned-alpha-7b,w
4583,dolly-v2-12b,vicuna-13b,l
4584,llama-13b,oasst-pythia-12b,l
4587,koala-13b,alpaca-13b,w
4592,vicuna-13b,koala-13b,l
4593,gpt-3.5-turbo,alpaca-13b,w
4594,llama-13b,alpaca-13b,w
4595,alpaca-13b,fastchat-t5-3b,w
4596,oasst-pythia-12b,vicuna-13b,l
4597,llama-13b,stablelm-tuned-alpha-7b,l
4598,dolly-v2-12b,gpt-3.5-turbo,l
4599,gpt-3.5-turbo,chatglm-6b,w
4600,gpt-3.5-turbo,koala-13b,w
4601,oasst-pythia-12b,vicuna-13b,l
4602,alpaca-13b,oasst-pythia-12b,w
4603,dolly-v2-12b,alpaca-13b,l
4604,vicuna-13b,llama-13b,w
4605,gpt-3.5-turbo,chatglm-6b,w
4606,koala-13b,llama-13b,w
4607,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4608,oasst-pythia-12b,vicuna-13b,l
4609,llama-13b,koala-13b,l
4610,chatglm-6b,alpaca-13b,l
4611,alpaca-13b,oasst-pythia-12b,l
4612,fastchat-t5-3b,dolly-v2-12b,l
4613,llama-13b,koala-13b,w
4614,chatglm-6b,fastchat-t5-3b,l
4615,llama-13b,koala-13b,l
4616,koala-13b,dolly-v2-12b,w
4617,vicuna-13b,stablelm-tuned-alpha-7b,w
4618,vicuna-13b,chatglm-6b,w
4619,vicuna-13b,fastchat-t5-3b,w
4620,chatglm-6b,alpaca-13b,l
4621,fastchat-t5-3b,gpt-3.5-turbo,l
4622,alpaca-13b,koala-13b,l
4623,stablelm-tuned-alpha-7b,alpaca-13b,l
4625,llama-13b,vicuna-13b,l
4626,dolly-v2-12b,chatglm-6b,l
4627,dolly-v2-12b,alpaca-13b,l
4628,vicuna-13b,koala-13b,l
4629,vicuna-13b,alpaca-13b,w
4630,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
4632,vicuna-13b,llama-13b,w
4634,vicuna-13b,dolly-v2-12b,w
4635,vicuna-13b,chatglm-6b,w
4636,fastchat-t5-3b,llama-13b,w
4639,koala-13b,fastchat-t5-3b,w
4640,stablelm-tuned-alpha-7b,koala-13b,l
4641,gpt-3.5-turbo,fastchat-t5-3b,w
4643,dolly-v2-12b,koala-13b,l
4644,koala-13b,oasst-pythia-12b,w
4645,koala-13b,fastchat-t5-3b,w
4646,chatglm-6b,gpt-3.5-turbo,l
4647,gpt-3.5-turbo,stablelm-tuned-alpha-7b,w
4648,vicuna-13b,gpt-3.5-turbo,l
4649,fastchat-t5-3b,koala-13b,l
4650,fastchat-t5-3b,llama-13b,l
4653,dolly-v2-12b,gpt-3.5-turbo,l
4656,llama-13b,gpt-3.5-turbo,w
4657,llama-13b,dolly-v2-12b,l
4658,gpt-3.5-turbo,fastchat-t5-3b,w
4659,dolly-v2-12b,llama-13b,l
4660,dolly-v2-12b,stablelm-tuned-alpha-7b,w
4661,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
4662,fastchat-t5-3b,alpaca-13b,w
4663,koala-13b,gpt-3.5-turbo,l
4664,dolly-v2-12b,koala-13b,l
4665,dolly-v2-12b,koala-13b,l
4666,alpaca-13b,oasst-pythia-12b,l
4667,gpt-3.5-turbo,chatglm-6b,l
4669,koala-13b,alpaca-13b,w
4670,alpaca-13b,koala-13b,l
4671,fastchat-t5-3b,oasst-pythia-12b,l
4673,koala-13b,stablelm-tuned-alpha-7b,w
4674,chatglm-6b,gpt-3.5-turbo,l
4676,alpaca-13b,koala-13b,l
4678,koala-13b,dolly-v2-12b,w
4679,koala-13b,oasst-pythia-12b,w
4680,llama-13b,vicuna-13b,l
4681,koala-13b,vicuna-13b,w
4682,fastchat-t5-3b,chatglm-6b,w
4683,vicuna-13b,llama-13b,l
4684,dolly-v2-12b,oasst-pythia-12b,l
4685,gpt-3.5-turbo,llama-13b,l
4686,dolly-v2-12b,fastchat-t5-3b,w
